id,accion,campo_modificado,valor_nuevo,motivo,prioridad,fuente,observaciones_integracion
V805-PLA-0005A,crear,pregunta_completa,"{""modulo"": ""MP0059 Planes de emergencias"", ""tema"": ""Planificación y dispositivos"", ""subtema"": ""Ampliación v805"", ""nivel_dificultad"": ""basica"", ""tipo_pregunta"": ""comprension"", ""enunciado"": ""En el contexto de planificación y dispositivos, ¿qué concepto se ajusta mejor a esta definición: fenómeno o agente potencialmente peligroso capaz de causar daño?"", ""opcion_a"": ""Vulnerabilidad"", ""opcion_b"": ""Daño"", ""opcion_c"": ""Recurso movilizable"", ""opcion_d"": ""Amenaza"", ""respuesta_correcta"": ""D"", ""explicacion"": ""La respuesta correcta es D porque amenaza se define operativamente por este rasgo: es la fuente potencial del daño. En examen suelen cambiar una palabra para confundir función, zona y fase."", ""porque_no_a"": ""Puede confundirse con Amenaza, pero corresponde a otra fase, zona o función y no al núcleo definido en el enunciado."", ""porque_no_b"": ""Puede confundirse con Amenaza, pero corresponde a otra fase, zona o función y no al núcleo definido en el enunciado."", ""porque_no_c"": ""Puede confundirse con Amenaza, pero corresponde a otra fase, zona o función y no al núcleo definido en el enunciado."", ""porque_no_d"": ""Es la opción correcta: Amenaza coincide con el criterio: es la fuente potencial del daño."", ""regla_oro"": ""Identifica primero la función real: es la fuente potencial del daño."", ""error_tipico"": ""Confundir Amenaza con un término cercano por memorizar nombres sin función."", ""tip_examen"": ""Subraya el verbo del enunciado: coordinar, atender, evacuar, activar, registrar o comunicar."", ""minileccion"": ""Mini-lección: Un río con posibilidad de avenida afecta a una zona urbana expuesta.. En una emergencia, el nombre del recurso importa menos que su función y su ubicación dentro de la cadena operativa."", ""tabla_esquema"": """", ""conceptos_clave"": ""amenaza;riesgo;proteccion_civil""}","Ampliación de cobertura y dificultad con pregunta nueva de integración, distractores diferenciales y explicación completa.",media,Ampliación docente v805; contrastar con temario oficial Leixa/Xunta si se exige literalidad normativa.,"ID nuevo único; no sustituye preguntas existentes; importar como nueva pregunta sin tocar usuarios, progreso ni lógica de app."
V805-PLA-0005B,crear,pregunta_completa,"{""modulo"": ""MP0059 Planes de emergencias"", ""tema"": ""Planificación y dispositivos"", ""subtema"": ""Ampliación v805"", ""nivel_dificultad"": ""intermedia"", ""tipo_pregunta"": ""caso_operativo"", ""enunciado"": ""Caso práctico: Un río con posibilidad de avenida afecta a una zona urbana expuesta. ¿Cuál es la decisión o concepto más adecuado?"", ""opcion_a"": ""Daño"", ""opcion_b"": ""Recurso movilizable"", ""opcion_c"": ""Vulnerabilidad"", ""opcion_d"": ""Amenaza"", ""respuesta_correcta"": ""D"", ""explicacion"": ""La opción correcta es D. El dato clave es: es la fuente potencial del daño. No basta con reconocer palabras familiares; hay que decidir según la función que pide el caso."", ""porque_no_a"": ""Puede confundirse con Amenaza, pero corresponde a otra fase, zona o función y no al núcleo definido en el enunciado."", ""porque_no_b"": ""Puede confundirse con Amenaza, pero corresponde a otra fase, zona o función y no al núcleo definido en el enunciado."", ""porque_no_c"": ""Puede confundirse con Amenaza, pero corresponde a otra fase, zona o función y no al núcleo definido en el enunciado."", ""porque_no_d"": ""Es la opción correcta: Amenaza encaja con el dato diferencial del caso: es la fuente potencial del daño."", ""regla_oro"": ""En casos prácticos, decide por el dato diferencial, no por la palabra más conocida."", ""error_tipico"": ""Elegir una opción de la misma familia conceptual pero situada en otra fase o nivel."", ""tip_examen"": ""Cuando dos opciones parecen válidas, pregunta: ¿cuál actúa antes, cuál coordina y cuál ejecuta?"", ""minileccion"": ""Mini-lección: Amenaza se reconoce porque es la fuente potencial del daño. Si el caso cambia el momento, la zona o la finalidad, puede cambiar la respuesta correcta."", ""tabla_esquema"": """", ""conceptos_clave"": ""amenaza;riesgo;proteccion_civil""}","Ampliación de cobertura y dificultad con pregunta nueva de integración, distractores diferenciales y explicación completa.",media,Ampliación docente v805; contrastar con temario oficial Leixa/Xunta si se exige literalidad normativa.,"ID nuevo único; no sustituye preguntas existentes; importar como nueva pregunta sin tocar usuarios, progreso ni lógica de app."
V805-PLA-0005C,crear,pregunta_completa,"{""modulo"": ""MP0059 Planes de emergencias"", ""tema"": ""Planificación y dispositivos"", ""subtema"": ""Ampliación v805"", ""nivel_dificultad"": ""alta"", ""tipo_pregunta"": ""caso_operativo"", ""enunciado"": ""Pregunta de trampa: La amenaza no mide por sí sola la fragilidad de la población. ¿Qué opción evita mejor el error conceptual?"", ""opcion_a"": ""Recurso movilizable"", ""opcion_b"": ""Amenaza"", ""opcion_c"": ""Vulnerabilidad"", ""opcion_d"": ""Daño"", ""respuesta_correcta"": ""B"", ""explicacion"": ""La correcta es B porque amenaza es la única que respeta el límite conceptual: es la fuente potencial del daño. La trampa consiste en confundir términos próximos que en la práctica se activan en momentos distintos."", ""porque_no_a"": ""Puede confundirse con Amenaza, pero corresponde a otra fase, zona o función y no al núcleo definido en el enunciado."", ""porque_no_b"": ""Es la opción correcta: Amenaza resuelve la frontera planteada sin invadir otra función."", ""porque_no_c"": ""Puede confundirse con Amenaza, pero corresponde a otra fase, zona o función y no al núcleo definido en el enunciado."", ""porque_no_d"": ""Puede confundirse con Amenaza, pero corresponde a otra fase, zona o función y no al núcleo definido en el enunciado."", ""regla_oro"": ""Frontera de examen: Amenaza = es la fuente potencial del daño."", ""error_tipico"": ""Responder por asociación de palabras y no por límites entre conceptos."", ""tip_examen"": ""En preguntas trampa, elimina primero las opciones que pertenecen a otra zona, otro plan, otro sistema corporal o otra fase."", ""minileccion"": ""Mini-lección avanzada: fenómeno o agente potencialmente peligroso capaz de causar daño. En examen oficial, esta clase de pregunta no mide memoria aislada, sino discriminación entre conceptos vecinos."", ""tabla_esquema"": """", ""conceptos_clave"": ""amenaza;riesgo;proteccion_civil""}","Ampliación de cobertura y dificultad con pregunta nueva de integración, distractores diferenciales y explicación completa.",alta,Ampliación docente v805; contrastar con temario oficial Leixa/Xunta si se exige literalidad normativa.,"ID nuevo único; no sustituye preguntas existentes; importar como nueva pregunta sin tocar usuarios, progreso ni lógica de app."
V805-PLA-0006A,crear,pregunta_completa,"{""modulo"": ""MP0059 Planes de emergencias"", ""tema"": ""Planificación y dispositivos"", ""subtema"": ""Ampliación v805"", ""nivel_dificultad"": ""basica"", ""tipo_pregunta"": ""comprension"", ""enunciado"": ""En el contexto de planificación y dispositivos, ¿qué concepto se ajusta mejor a esta definición: grado de susceptibilidad de personas, bienes o sistemas ante una amenaza?"", ""opcion_a"": ""Alarma"", ""opcion_b"": ""PMA"", ""opcion_c"": ""Vulnerabilidad"", ""opcion_d"": ""Amenaza"", ""respuesta_correcta"": ""C"", ""explicacion"": ""La respuesta correcta es C porque vulnerabilidad se define operativamente por este rasgo: explica cuánto puede afectar una amenaza a lo expuesto. En examen suelen cambiar una palabra para confundir función, zona y fase."", ""porque_no_a"": ""Puede confundirse con Vulnerabilidad, pero corresponde a otra fase, zona o función y no al núcleo definido en el enunciado."", ""porque_no_b"": ""Puede confundirse con Vulnerabilidad, pero corresponde a otra fase, zona o función y no al núcleo definido en el enunciado."", ""porque_no_c"": ""Es la opción correcta: Vulnerabilidad coincide con el criterio: explica cuánto puede afectar una amenaza a lo expuesto."", ""porque_no_d"": ""Puede confundirse con Vulnerabilidad, pero corresponde a otra fase, zona o función y no al núcleo definido en el enunciado."", ""regla_oro"": ""Identifica primero la función real: explica cuánto puede afectar una amenaza a lo expuesto."", ""error_tipico"": ""Confundir Vulnerabilidad con un término cercano por memorizar nombres sin función."", ""tip_examen"": ""Subraya el verbo del enunciado: coordinar, atender, evacuar, activar, registrar o comunicar."", ""minileccion"": ""Mini-lección: Dos barrios tienen la misma lluvia, pero uno tiene población dependiente y viviendas en planta baja.. En una emergencia, el nombre del recurso importa menos que su función y su ubicación dentro de la cadena operativa."", ""tabla_esquema"": """", ""conceptos_clave"": ""vulnerabilidad;riesgo;daño""}","Ampliación de cobertura y dificultad con pregunta nueva de integración, distractores diferenciales y explicación completa.",media,Ampliación docente v805; contrastar con temario oficial Leixa/Xunta si se exige literalidad normativa.,"ID nuevo único; no sustituye preguntas existentes; importar como nueva pregunta sin tocar usuarios, progreso ni lógica de app."
V805-PLA-0006B,crear,pregunta_completa,"{""modulo"": ""MP0059 Planes de emergencias"", ""tema"": ""Planificación y dispositivos"", ""subtema"": ""Ampliación v805"", ""nivel_dificultad"": ""intermedia"", ""tipo_pregunta"": ""caso_operativo"", ""enunciado"": ""Caso práctico: Dos barrios tienen la misma lluvia, pero uno tiene población dependiente y viviendas en planta baja. ¿Cuál es la decisión o concepto más adecuado?"", ""opcion_a"": ""PMA"", ""opcion_b"": ""Amenaza"", ""opcion_c"": ""Vulnerabilidad"", ""opcion_d"": ""Alarma"", ""respuesta_correcta"": ""C"", ""explicacion"": ""La opción correcta es C. El dato clave es: explica cuánto puede afectar una amenaza a lo expuesto. No basta con reconocer palabras familiares; hay que decidir según la función que pide el caso."", ""porque_no_a"": ""Puede confundirse con Vulnerabilidad, pero corresponde a otra fase, zona o función y no al núcleo definido en el enunciado."", ""porque_no_b"": ""Puede confundirse con Vulnerabilidad, pero corresponde a otra fase, zona o función y no al núcleo definido en el enunciado."", ""porque_no_c"": ""Es la opción correcta: Vulnerabilidad encaja con el dato diferencial del caso: explica cuánto puede afectar una amenaza a lo expuesto."", ""porque_no_d"": ""Puede confundirse con Vulnerabilidad, pero corresponde a otra fase, zona o función y no al núcleo definido en el enunciado."", ""regla_oro"": ""En casos prácticos, decide por el dato diferencial, no por la palabra más conocida."", ""error_tipico"": ""Elegir una opción de la misma familia conceptual pero situada en otra fase o nivel."", ""tip_examen"": ""Cuando dos opciones parecen válidas, pregunta: ¿cuál actúa antes, cuál coordina y cuál ejecuta?"", ""minileccion"": ""Mini-lección: Vulnerabilidad se reconoce porque explica cuánto puede afectar una amenaza a lo expuesto. Si el caso cambia el momento, la zona o la finalidad, puede cambiar la respuesta correcta."", ""tabla_esquema"": """", ""conceptos_clave"": ""vulnerabilidad;riesgo;daño""}","Ampliación de cobertura y dificultad con pregunta nueva de integración, distractores diferenciales y explicación completa.",media,Ampliación docente v805; contrastar con temario oficial Leixa/Xunta si se exige literalidad normativa.,"ID nuevo único; no sustituye preguntas existentes; importar como nueva pregunta sin tocar usuarios, progreso ni lógica de app."
V805-PLA-0006C,crear,pregunta_completa,"{""modulo"": ""MP0059 Planes de emergencias"", ""tema"": ""Planificación y dispositivos"", ""subtema"": ""Ampliación v805"", ""nivel_dificultad"": ""alta"", ""tipo_pregunta"": ""caso_operativo"", ""enunciado"": ""Pregunta de trampa: No es el fenómeno peligroso, sino la fragilidad ante él. ¿Qué opción evita mejor el error conceptual?"", ""opcion_a"": ""Vulnerabilidad"", ""opcion_b"": ""Amenaza"", ""opcion_c"": ""Alarma"", ""opcion_d"": ""PMA"", ""respuesta_correcta"": ""A"", ""explicacion"": ""La correcta es A porque vulnerabilidad es la única que respeta el límite conceptual: explica cuánto puede afectar una amenaza a lo expuesto. La trampa consiste en confundir términos próximos que en la práctica se activan en momentos distintos."", ""porque_no_a"": ""Es la opción correcta: Vulnerabilidad resuelve la frontera planteada sin invadir otra función."", ""porque_no_b"": ""Puede confundirse con Vulnerabilidad, pero corresponde a otra fase, zona o función y no al núcleo definido en el enunciado."", ""porque_no_c"": ""Puede confundirse con Vulnerabilidad, pero corresponde a otra fase, zona o función y no al núcleo definido en el enunciado."", ""porque_no_d"": ""Puede confundirse con Vulnerabilidad, pero corresponde a otra fase, zona o función y no al núcleo definido en el enunciado."", ""regla_oro"": ""Frontera de examen: Vulnerabilidad = explica cuánto puede afectar una amenaza a lo expuesto."", ""error_tipico"": ""Responder por asociación de palabras y no por límites entre conceptos."", ""tip_examen"": ""En preguntas trampa, elimina primero las opciones que pertenecen a otra zona, otro plan, otro sistema corporal o otra fase."", ""minileccion"": ""Mini-lección avanzada: grado de susceptibilidad de personas, bienes o sistemas ante una amenaza. En examen oficial, esta clase de pregunta no mide memoria aislada, sino discriminación entre conceptos vecinos."", ""tabla_esquema"": """", ""conceptos_clave"": ""vulnerabilidad;riesgo;daño""}","Ampliación de cobertura y dificultad con pregunta nueva de integración, distractores diferenciales y explicación completa.",alta,Ampliación docente v805; contrastar con temario oficial Leixa/Xunta si se exige literalidad normativa.,"ID nuevo único; no sustituye preguntas existentes; importar como nueva pregunta sin tocar usuarios, progreso ni lógica de app."
V805-PLA-0007A,crear,pregunta_completa,"{""modulo"": ""MP0059 Planes de emergencias"", ""tema"": ""Planificación y dispositivos"", ""subtema"": ""Ampliación v805"", ""nivel_dificultad"": ""basica"", ""tipo_pregunta"": ""comprension"", ""enunciado"": ""En el contexto de planificación y dispositivos, ¿qué concepto se ajusta mejor a esta definición: combinación de amenaza, exposición y vulnerabilidad con probabilidad de daño?"", ""opcion_a"": ""Briefing"", ""opcion_b"": ""Riesgo"", ""opcion_c"": ""Daño ya producido"", ""opcion_d"": ""Recurso sanitario"", ""respuesta_correcta"": ""B"", ""explicacion"": ""La respuesta correcta es B porque riesgo se define operativamente por este rasgo: integra probabilidad y consecuencias posibles. En examen suelen cambiar una palabra para confundir función, zona y fase."", ""porque_no_a"": ""Puede confundirse con Riesgo, pero corresponde a otra fase, zona o función y no al núcleo definido en el enunciado."", ""porque_no_b"": ""Es la opción correcta: Riesgo coincide con el criterio: integra probabilidad y consecuencias posibles."", ""porque_no_c"": ""Puede confundirse con Riesgo, pero corresponde a otra fase, zona o función y no al núcleo definido en el enunciado."", ""porque_no_d"": ""Puede confundirse con Riesgo, pero corresponde a otra fase, zona o función y no al núcleo definido en el enunciado."", ""regla_oro"": ""Identifica primero la función real: integra probabilidad y consecuencias posibles."", ""error_tipico"": ""Confundir Riesgo con un término cercano por memorizar nombres sin función."", ""tip_examen"": ""Subraya el verbo del enunciado: coordinar, atender, evacuar, activar, registrar o comunicar."", ""minileccion"": ""Mini-lección: Una zona con amenaza de incendio, viviendas cercanas y poca accesibilidad presenta mayor riesgo.. En una emergencia, el nombre del recurso importa menos que su función y su ubicación dentro de la cadena operativa."", ""tabla_esquema"": """", ""conceptos_clave"": ""riesgo;amenaza;vulnerabilidad""}","Ampliación de cobertura y dificultad con pregunta nueva de integración, distractores diferenciales y explicación completa.",media,Ampliación docente v805; contrastar con temario oficial Leixa/Xunta si se exige literalidad normativa.,"ID nuevo único; no sustituye preguntas existentes; importar como nueva pregunta sin tocar usuarios, progreso ni lógica de app."
V805-PLA-0007B,crear,pregunta_completa,"{""modulo"": ""MP0059 Planes de emergencias"", ""tema"": ""Planificación y dispositivos"", ""subtema"": ""Ampliación v805"", ""nivel_dificultad"": ""intermedia"", ""tipo_pregunta"": ""caso_operativo"", ""enunciado"": ""Caso práctico: Una zona con amenaza de incendio, viviendas cercanas y poca accesibilidad presenta mayor riesgo. ¿Cuál es la decisión o concepto más adecuado?"", ""opcion_a"": ""Daño ya producido"", ""opcion_b"": ""Riesgo"", ""opcion_c"": ""Recurso sanitario"", ""opcion_d"": ""Briefing"", ""respuesta_correcta"": ""B"", ""explicacion"": ""La opción correcta es B. El dato clave es: integra probabilidad y consecuencias posibles. No basta con reconocer palabras familiares; hay que decidir según la función que pide el caso."", ""porque_no_a"": ""Puede confundirse con Riesgo, pero corresponde a otra fase, zona o función y no al núcleo definido en el enunciado."", ""porque_no_b"": ""Es la opción correcta: Riesgo encaja con el dato diferencial del caso: integra probabilidad y consecuencias posibles."", ""porque_no_c"": ""Puede confundirse con Riesgo, pero corresponde a otra fase, zona o función y no al núcleo definido en el enunciado."", ""porque_no_d"": ""Puede confundirse con Riesgo, pero corresponde a otra fase, zona o función y no al núcleo definido en el enunciado."", ""regla_oro"": ""En casos prácticos, decide por el dato diferencial, no por la palabra más conocida."", ""error_tipico"": ""Elegir una opción de la misma familia conceptual pero situada en otra fase o nivel."", ""tip_examen"": ""Cuando dos opciones parecen válidas, pregunta: ¿cuál actúa antes, cuál coordina y cuál ejecuta?"", ""minileccion"": ""Mini-lección: Riesgo se reconoce porque integra probabilidad y consecuencias posibles. Si el caso cambia el momento, la zona o la finalidad, puede cambiar la respuesta correcta."", ""tabla_esquema"": """", ""conceptos_clave"": ""riesgo;amenaza;vulnerabilidad""}","Ampliación de cobertura y dificultad con pregunta nueva de integración, distractores diferenciales y explicación completa.",media,Ampliación docente v805; contrastar con temario oficial Leixa/Xunta si se exige literalidad normativa.,"ID nuevo único; no sustituye preguntas existentes; importar como nueva pregunta sin tocar usuarios, progreso ni lógica de app."
V805-PLA-0007C,crear,pregunta_completa,"{""modulo"": ""MP0059 Planes de emergencias"", ""tema"": ""Planificación y dispositivos"", ""subtema"": ""Ampliación v805"", ""nivel_dificultad"": ""alta"", ""tipo_pregunta"": ""caso_operativo"", ""enunciado"": ""Pregunta de trampa: El daño es consecuencia; el riesgo existe antes del evento. ¿Qué opción evita mejor el error conceptual?"", ""opcion_a"": ""Daño ya producido"", ""opcion_b"": ""Recurso sanitario"", ""opcion_c"": ""Briefing"", ""opcion_d"": ""Riesgo"", ""respuesta_correcta"": ""D"", ""explicacion"": ""La correcta es D porque riesgo es la única que respeta el límite conceptual: integra probabilidad y consecuencias posibles. La trampa consiste en confundir términos próximos que en la práctica se activan en momentos distintos."", ""porque_no_a"": ""Puede confundirse con Riesgo, pero corresponde a otra fase, zona o función y no al núcleo definido en el enunciado."", ""porque_no_b"": ""Puede confundirse con Riesgo, pero corresponde a otra fase, zona o función y no al núcleo definido en el enunciado."", ""porque_no_c"": ""Puede confundirse con Riesgo, pero corresponde a otra fase, zona o función y no al núcleo definido en el enunciado."", ""porque_no_d"": ""Es la opción correcta: Riesgo resuelve la frontera planteada sin invadir otra función."", ""regla_oro"": ""Frontera de examen: Riesgo = integra probabilidad y consecuencias posibles."", ""error_tipico"": ""Responder por asociación de palabras y no por límites entre conceptos."", ""tip_examen"": ""En preguntas trampa, elimina primero las opciones que pertenecen a otra zona, otro plan, otro sistema corporal o otra fase."", ""minileccion"": ""Mini-lección avanzada: combinación de amenaza, exposición y vulnerabilidad con probabilidad de daño. En examen oficial, esta clase de pregunta no mide memoria aislada, sino discriminación entre conceptos vecinos."", ""tabla_esquema"": """", ""conceptos_clave"": ""riesgo;amenaza;vulnerabilidad""}","Ampliación de cobertura y dificultad con pregunta nueva de integración, distractores diferenciales y explicación completa.",alta,Ampliación docente v805; contrastar con temario oficial Leixa/Xunta si se exige literalidad normativa.,"ID nuevo único; no sustituye preguntas existentes; importar como nueva pregunta sin tocar usuarios, progreso ni lógica de app."
V805-PLA-0008A,crear,pregunta_completa,"{""modulo"": ""MP0059 Planes de emergencias"", ""tema"": ""Planificación y dispositivos"", ""subtema"": ""Ampliación v805"", ""nivel_dificultad"": ""basica"", ""tipo_pregunta"": ""comprension"", ""enunciado"": ""En el contexto de planificación y dispositivos, ¿qué concepto se ajusta mejor a esta definición: consecuencia negativa ya producida sobre personas, bienes, medio ambiente o servicios?"", ""opcion_a"": ""Daño"", ""opcion_b"": ""Riesgo"", ""opcion_c"": ""Amenaza"", ""opcion_d"": ""Vulnerabilidad"", ""respuesta_correcta"": ""A"", ""explicacion"": ""La respuesta correcta es A porque daño se define operativamente por este rasgo: es el resultado materializado, no la posibilidad. En examen suelen cambiar una palabra para confundir función, zona y fase."", ""porque_no_a"": ""Es la opción correcta: Daño coincide con el criterio: es el resultado materializado, no la posibilidad."", ""porque_no_b"": ""Puede confundirse con Daño, pero corresponde a otra fase, zona o función y no al núcleo definido en el enunciado."", ""porque_no_c"": ""Puede confundirse con Daño, pero corresponde a otra fase, zona o función y no al núcleo definido en el enunciado."", ""porque_no_d"": ""Puede confundirse con Daño, pero corresponde a otra fase, zona o función y no al núcleo definido en el enunciado."", ""regla_oro"": ""Identifica primero la función real: es el resultado materializado, no la posibilidad."", ""error_tipico"": ""Confundir Daño con un término cercano por memorizar nombres sin función."", ""tip_examen"": ""Subraya el verbo del enunciado: coordinar, atender, evacuar, activar, registrar o comunicar."", ""minileccion"": ""Mini-lección: Tras una inundación hay lesionados, cortes eléctricos y viviendas afectadas.. En una emergencia, el nombre del recurso importa menos que su función y su ubicación dentro de la cadena operativa."", ""tabla_esquema"": """", ""conceptos_clave"": ""daño;consecuencia""}","Ampliación de cobertura y dificultad con pregunta nueva de integración, distractores diferenciales y explicación completa.",media,Ampliación docente v805; contrastar con temario oficial Leixa/Xunta si se exige literalidad normativa.,"ID nuevo único; no sustituye preguntas existentes; importar como nueva pregunta sin tocar usuarios, progreso ni lógica de app."
V805-PLA-0008B,crear,pregunta_completa,"{""modulo"": ""MP0059 Planes de emergencias"", ""tema"": ""Planificación y dispositivos"", ""subtema"": ""Ampliación v805"", ""nivel_dificultad"": ""intermedia"", ""tipo_pregunta"": ""caso_operativo"", ""enunciado"": ""Caso práctico: Tras una inundación hay lesionados, cortes eléctricos y viviendas afectadas. ¿Cuál es la decisión o concepto más adecuado?"", ""opcion_a"": ""Daño"", ""opcion_b"": ""Amenaza"", ""opcion_c"": ""Vulnerabilidad"", ""opcion_d"": ""Riesgo"", ""respuesta_correcta"": ""A"", ""explicacion"": ""La opción correcta es A. El dato clave es: es el resultado materializado, no la posibilidad. No basta con reconocer palabras familiares; hay que decidir según la función que pide el caso."", ""porque_no_a"": ""Es la opción correcta: Daño encaja con el dato diferencial del caso: es el resultado materializado, no la posibilidad."", ""porque_no_b"": ""Puede confundirse con Daño, pero corresponde a otra fase, zona o función y no al núcleo definido en el enunciado."", ""porque_no_c"": ""Puede confundirse con Daño, pero corresponde a otra fase, zona o función y no al núcleo definido en el enunciado."", ""porque_no_d"": ""Puede confundirse con Daño, pero corresponde a otra fase, zona o función y no al núcleo definido en el enunciado."", ""regla_oro"": ""En casos prácticos, decide por el dato diferencial, no por la palabra más conocida."", ""error_tipico"": ""Elegir una opción de la misma familia conceptual pero situada en otra fase o nivel."", ""tip_examen"": ""Cuando dos opciones parecen válidas, pregunta: ¿cuál actúa antes, cuál coordina y cuál ejecuta?"", ""minileccion"": ""Mini-lección: Daño se reconoce porque es el resultado materializado, no la posibilidad. Si el caso cambia el momento, la zona o la finalidad, puede cambiar la respuesta correcta."", ""tabla_esquema"": """", ""conceptos_clave"": ""daño;consecuencia""}","Ampliación de cobertura y dificultad con pregunta nueva de integración, distractores diferenciales y explicación completa.",media,Ampliación docente v805; contrastar con temario oficial Leixa/Xunta si se exige literalidad normativa.,"ID nuevo único; no sustituye preguntas existentes; importar como nueva pregunta sin tocar usuarios, progreso ni lógica de app."
V805-PLA-0008C,crear,pregunta_completa,"{""modulo"": ""MP0059 Planes de emergencias"", ""tema"": ""Planificación y dispositivos"", ""subtema"": ""Ampliación v805"", ""nivel_dificultad"": ""alta"", ""tipo_pregunta"": ""caso_operativo"", ""enunciado"": ""Pregunta de trampa: No se debe llamar riesgo a lo que ya ha ocurrido. ¿Qué opción evita mejor el error conceptual?"", ""opcion_a"": ""Amenaza"", ""opcion_b"": ""Vulnerabilidad"", ""opcion_c"": ""Daño"", ""opcion_d"": ""Riesgo"", ""respuesta_correcta"": ""C"", ""explicacion"": ""La correcta es C porque daño es la única que respeta el límite conceptual: es el resultado materializado, no la posibilidad. La trampa consiste en confundir términos próximos que en la práctica se activan en momentos distintos."", ""porque_no_a"": ""Puede confundirse con Daño, pero corresponde a otra fase, zona o función y no al núcleo definido en el enunciado."", ""porque_no_b"": ""Puede confundirse con Daño, pero corresponde a otra fase, zona o función y no al núcleo definido en el enunciado."", ""porque_no_c"": ""Es la opción correcta: Daño resuelve la frontera planteada sin invadir otra función."", ""porque_no_d"": ""Puede confundirse con Daño, pero corresponde a otra fase, zona o función y no al núcleo definido en el enunciado."", ""regla_oro"": ""Frontera de examen: Daño = es el resultado materializado, no la posibilidad."", ""error_tipico"": ""Responder por asociación de palabras y no por límites entre conceptos."", ""tip_examen"": ""En preguntas trampa, elimina primero las opciones que pertenecen a otra zona, otro plan, otro sistema corporal o otra fase."", ""minileccion"": ""Mini-lección avanzada: consecuencia negativa ya producida sobre personas, bienes, medio ambiente o servicios. En examen oficial, esta clase de pregunta no mide memoria aislada, sino discriminación entre conceptos vecinos."", ""tabla_esquema"": """", ""conceptos_clave"": ""daño;consecuencia""}","Ampliación de cobertura y dificultad con pregunta nueva de integración, distractores diferenciales y explicación completa.",alta,Ampliación docente v805; contrastar con temario oficial Leixa/Xunta si se exige literalidad normativa.,"ID nuevo único; no sustituye preguntas existentes; importar como nueva pregunta sin tocar usuarios, progreso ni lógica de app."
V805-PLA-0009A,crear,pregunta_completa,"{""modulo"": ""MP0059 Planes de emergencias"", ""tema"": ""Planificación y dispositivos"", ""subtema"": ""Ampliación v805"", ""nivel_dificultad"": ""basica"", ""tipo_pregunta"": ""comprension"", ""enunciado"": ""En el contexto de planificación y dispositivos, ¿qué concepto se ajusta mejor a esta definición: representación de amenazas, vulnerabilidades, exposición y recursos para planificar respuesta?"", ""opcion_a"": ""Parte asistencial individual"", ""opcion_b"": ""Listado de turnos"", ""opcion_c"": ""Inventario sin localización"", ""opcion_d"": ""Mapa de riesgos"", ""respuesta_correcta"": ""D"", ""explicacion"": ""La respuesta correcta es D porque mapa de riesgos se define operativamente por este rasgo: permite anticipar zonas críticas y priorizar medidas. En examen suelen cambiar una palabra para confundir función, zona y fase."", ""porque_no_a"": ""Puede confundirse con Mapa de riesgos, pero corresponde a otra fase, zona o función y no al núcleo definido en el enunciado."", ""porque_no_b"": ""Puede confundirse con Mapa de riesgos, pero corresponde a otra fase, zona o función y no al núcleo definido en el enunciado."", ""porque_no_c"": ""Puede confundirse con Mapa de riesgos, pero corresponde a otra fase, zona o función y no al núcleo definido en el enunciado."", ""porque_no_d"": ""Es la opción correcta: Mapa de riesgos coincide con el criterio: permite anticipar zonas críticas y priorizar medidas."", ""regla_oro"": ""Identifica primero la función real: permite anticipar zonas críticas y priorizar medidas."", ""error_tipico"": ""Confundir Mapa de riesgos con un término cercano por memorizar nombres sin función."", ""tip_examen"": ""Subraya el verbo del enunciado: coordinar, atender, evacuar, activar, registrar o comunicar."", ""minileccion"": ""Mini-lección: Un municipio identifica zonas inundables, accesos, población vulnerable y recursos cercanos.. En una emergencia, el nombre del recurso importa menos que su función y su ubicación dentro de la cadena operativa."", ""tabla_esquema"": """", ""conceptos_clave"": ""mapa_riesgos;planificacion""}","Ampliación de cobertura y dificultad con pregunta nueva de integración, distractores diferenciales y explicación completa.",media,Ampliación docente v805; contrastar con temario oficial Leixa/Xunta si se exige literalidad normativa.,"ID nuevo único; no sustituye preguntas existentes; importar como nueva pregunta sin tocar usuarios, progreso ni lógica de app."
